0,10657.7
0.0001,10655.4
0.0002,10653.1
0.0003,10650.8
0.0004,10648.5
0.0005,10646.3
0.0006,10644
0.0007,10641.7
0.0008,10639.4
0.0009,10637.2
0.001,10634.9
0.0011,10632.6
0.0012,10630.4
0.0013,10628.1
0.0014,10625.8
0.0015,10623.6
0.0016,10621.3
0.0017,10619.1
0.0018,10616.8
0.0019,10614.6
0.002,10612.4
0.0021,10610.1
0.0022,10607.9
0.0023,10605.6
0.0024,10603.4
0.0025,10601.2
0.0026,10599
0.0027,10596.7
0.0028,10594.5
0.0029,10592.3
0.003,10590.1
0.0031,10587.9
0.0032,10585.7
0.0033,10583.5
0.0034,10581.3
0.0035,10579
0.0036,10576.9
0.0037,10574.7
0.0038,10572.5
0.0039,10570.3
0.004,10568.1
0.0041,10565.9
0.0042,10563.7
0.0043,10561.5
0.0044,10559.4
0.0045,10557.2
0.0046,10555
0.0047,10552.8
0.0048,10550.7
0.0049,10548.5
0.005,10546.3
0.0051,10544.2
0.0052,10542
0.0053,10539.9
0.0054,10537.7
0.0055,10535.6
0.0056,10533.4
0.0057,10531.3
0.0058,10529.1
0.0059,10527
0.006,10524.9
0.0061,10522.7
0.0062,10520.6
0.0063,10518.5
0.0064,10516.3
0.0065,10514.2
0.0066,10512.1
0.0067,10510
0.0068,10507.9
0.0069,10505.7
0.007,10503.6
0.0071,10501.5
0.0072,10499.4
0.0073,10497.3
0.0074,10495.2
0.0075,10493.1
0.0076,10491
0.0077,10488.9
0.0078,10486.8
0.0079,10484.7
0.008,10482.6
0.0081,10480.6
0.0082,10478.5
0.0083,10476.4
0.0084,10474.3
0.0085,10472.3
0.0086,10470.2
0.0087,10468.1
0.0088,10466
0.0089,10464
0.009,10461.9
0.0091,10459.9
0.0092,10457.8
0.0093,10455.7
0.0094,10453.7
0.0095,10451.6
0.0096,10449.6
0.0097,10447.5
0.0098,10445.5
0.0099,10443.5
0.01,10441.4
0.0101,10439.4
0.0102,10437.4
0.0103,10435.3
0.0104,10433.3
0.0105,10431.3
0.0106,10429.2
0.0107,10427.2
0.0108,10425.2
0.0109,10423.2
0.011,10421.2
0.0111,10419.2
0.0112,10417.2
0.0113,10415.2
0.0114,10413.1
0.0115,10411.1
0.0116,10409.1
0.0117,10407.1
0.0118,10405.2
0.0119,10403.2
0.012,10401.2
0.0121,10399.2
0.0122,10397.2
0.0123,10395.2
0.0124,10393.2
0.0125,10391.2
0.0126,10389.3
0.0127,10387.3
0.0128,10385.3
0.0129,10383.4
0.013,10381.4
0.0131,10379.4
0.0132,10377.5
0.0133,10375.5
0.0134,10373.5
0.0135,10371.6
0.0136,10369.6
0.0137,10367.7
0.0138,10365.7
0.0139,10363.8
0.014,10361.8
0.0141,10359.9
